0.725605,0.58798
0.58798,0.834134
0.834134,0.463703
0.463703,0.517818
0.517818,0.427017
0.427017,0.0776318
0.0776318,0.00805949
0.00805949,0.991074
0.991074,0.0397221
0.0397221,0.59443
0.59443,0.430246
0.430246,0.246893
0.246893,0.127527
0.127527,0.635918
0.635918,0.93188
0.93188,0.942869
0.942869,0.512149
0.512149,0.319989
0.319989,0.628826
0.628826,0.918802
0.918802,0.276648
0.276648,0.818988
0.818988,0.867239
0.867239,0.439872
0.439872,0.0181752
0.0181752,0.458883
0.458883,0.788632
0.788632,0.368536
0.368536,0.298481
0.298481,0.328907
0.328907,0.940675
0.940675,0.792228
0.792228,0.843006
0.843006,0.358733
0.358733,0.200016
0.200016,0.283996
0.283996,0.0993606
0.0993606,0.245129
0.245129,0.037075
0.037075,0.177026
0.177026,0.994531
0.994531,0.621364
0.621364,0.211686
0.211686,0.596424
0.596424,0.747979
0.747979,0.255733
0.255733,0.168039
0.168039,0.693618
0.693618,0.141383
0.141383,0.221885
0.221885,0.191361
0.191361,0.377766
0.377766,0.638433
0.638433,0.399776
0.399776,0.414184
0.414184,0.421587
0.421587,0.377762
0.377762,0.358084
0.358084,0.216583
0.216583,0.967634
0.967634,0.375792
0.375792,0.446449
0.446449,0.437502
0.437502,0.0663093
0.0663093,0.409591
0.409591,0.39047
0.39047,0.223586
0.223586,0.962641
0.962641,0.401229
0.401229,0.381841
0.381841,0.618961
0.618961,0.984059
0.984059,0.671021
0.671021,0.796921
0.796921,0.402787
0.402787,0.486618
0.486618,0.316595
0.316595,0.275701
0.275701,0.566578
0.566578,0.791023
0.791023,0.112325
0.112325,0.103768
0.103768,0.170659
0.170659,0.478335
0.478335,0.832752
0.832752,0.543903
0.543903,0.0895571
0.0895571,0.0610348
0.0610348,0.407851
0.407851,0.654511
0.654511,0.476231
0.476231,0.596889
0.596889,0.372066
0.372066,0.447025
0.447025,0.489554
0.489554,0.68073
0.68073,0.261257
0.261257,0.953179
0.953179,0.0464351
0.0464351,0.82972
0.82972,0.272432
0.272432,0.664562
0.664562,0.619016
0.619016,0.961613
0.961613,0.572765
0.572765,0.683107
0.683107,0.376785
0.376785,0.110943
0.110943,0.878082
0.878082,0.839943
0.839943,0.342916
0.342916,0.203448
0.203448,0.312547
0.312547,0.512438
0.512438,0.555179
0.555179,0.829918
0.829918,0.247772
0.247772,0.673287
0.673287,0.251713
0.251713,0.178305
0.178305,0.275548
0.275548,0.0569975
0.0569975,0.732564
0.732564,0.462666
0.462666,0.839055
0.839055,0.376544
0.376544,0.49424
0.49424,0.200531
0.200531,0.779413
0.779413,0.745862
0.745862,0.156554
0.156554,0.861664
0.861664,0.483634
0.483634,0.175004
0.175004,0.0540009
0.0540009,0.93234
0.93234,0.417548
0.417548,0.231855
0.231855,0.30474
0.30474,0.305414
0.305414,0.269687
0.269687,0.470027
0.470027,0.311795
0.311795,0.539204
0.539204,0.809913
0.809913,0.565038
0.565038,0.774119
0.774119,0.127089
0.127089,0.266661
0.266661,0.810394
0.810394,0.226342
0.226342,0.121952
0.121952,0.516996
0.516996,0.0967924
0.0967924,0.774156
0.774156,0.512067
0.512067,0.471147
0.471147,0.640296
0.640296,0.112198
0.112198,0.719186
0.719186,0.199634
0.199634,0.83654
0.83654,0.274826
0.274826,0.186706
0.186706,0.691779
0.691779,0.0939507
0.0939507,0.392633
0.392633,0.152851
0.152851,0.0424255
0.0424255,0.571533
0.571533,0.0159976
0.0159976,0.929585
0.929585,0.279683
0.279683,0.001934
0.001934,0.61807
0.61807,0.928135
0.928135,0.585049
0.585049,0.566939
0.566939,0.0988145
0.0988145,0.0239836
0.0239836,0.2284
0.2284,0.345087
0.345087,0.575687
0.575687,0.0606668
0.0606668,0.371669
0.371669,0.492584
0.492584,0.484428
0.484428,0.819177
0.819177,0.230024
0.230024,0.672332
0.672332,0.62626
0.62626,0.5555
0.5555,0.476298
0.476298,0.800203
0.800203,0.450606
0.450606,0.411092
0.411092,0.923985
0.923985,0.345982
0.345982,0.0833531
0.0833531,0.269165
0.269165,0.916704
0.916704,0.0445306
0.0445306,0.951166
0.951166,0.122335
0.122335,0.384479
0.384479,0.364825
0.364825,0.188098
0.188098,0.20381
0.20381,0.175306
0.175306,0.389636
0.389636,0.896746
0.896746,0.0786167
0.0786167,0.370964
0.370964,0.482142
0.482142,0.0453719
0.0453719,0.242007
0.242007,0.948941
0.948941,0.442663
0.442663,0.0814133
0.0814133,0.398349
0.398349,0.430768
0.430768,0.28982
0.28982,0.967245
0.967245,0.301361
0.301361,0.738965
0.738965,0.767297
0.767297,0.584555
0.584555,0.825851
0.825851,0.151574
0.151574,0.690869
0.690869,0.882576
0.882576,0.88602
0.88602,0.559827
0.559827,0.87502
0.87502,0.0240104
0.0240104,0.686958
0.686958,0.717634
0.717634,0.436281
0.436281,0.920139
0.920139,0.0444778
0.0444778,0.795419
0.795419,0.439749
0.439749,0.0764949
0.0764949,0.875576
0.875576,0.406792
0.406792,0.55183
0.55183,0.273598
0.273598,0.34529
0.34529,0.0519319
0.0519319,0.621966
0.621966,0.646563
0.646563,0.143285
0.143285,0.717313
0.717313,0.185454
0.185454,0.936762
0.936762,0.744615
0.744615,0.368216
0.368216,0.0827379
0.0827379,0.621392
0.621392,0.222343
0.222343,0.500404
0.500404,0.739684
0.739684,0.673776
0.673776,0.587566
0.587566,0.626006
0.626006,0.655651
0.655651,0.353071
0.353071,0.39058
0.39058,0.900539
0.900539,0.558262
0.558262,0.073019
0.073019,0.689909
0.689909,0.958658
0.958658,0.0583501
0.0583501,0.188487
0.188487,0.817134
0.817134,0.950484
0.950484,0.15611
0.15611,0.127329
0.127329,0.698256
0.698256,0.366885
0.366885,0.825931
0.825931,0.29262
0.29262,0.300543
0.300543,0.127738
0.127738,0.567443
0.567443,0.974903
0.974903,0.0733187
0.0733187,0.856275
0.856275,0.405704
0.405704,0.598799
0.598799,0.939212
0.939212,0.0954525
0.0954525,0.381894
0.381894,0.463378
0.463378,0.749596
0.749596,0.815493
0.815493,0.305209
0.305209,0.900999
0.900999,0.0357029
0.0357029,0.326733
0.326733,0.949869
0.949869,0.426523
0.426523,0.106269
0.106269,0.188976
0.188976,0.283238
0.283238,0.566548
0.566548,0.295215
0.295215,0.404873
0.404873,0.0798457
0.0798457,0.556403
0.556403,0.603175
0.603175,0.18764
0.18764,0.658985
0.658985,0.960036
0.960036,0.952826
0.952826,0.666437
0.666437,0.572101
0.572101,0.129764
0.129764,0.245354
0.245354,0.515885
0.515885,0.465131
0.465131,0.970088
0.970088,0.349212
0.349212,0.476221
0.476221,0.949302
0.949302,0.382334
0.382334,0.268284
0.268284,0.530739
0.530739,0.811215
0.811215,0.751878
0.751878,0.818895
0.818895,0.879618
0.879618,0.0319023
0.0319023,0.474412
0.474412,0.00658304
0.00658304,0.283814
0.283814,0.234861
0.234861,0.683479
0.683479,0.815264
0.815264,0.901062
0.901062,0.733469
0.733469,0.65752
0.65752,0.664726
0.664726,0.085847
0.085847,0.125145
0.125145,0.978943
0.978943,0.275499
0.275499,0.997458
0.997458,0.162993
0.162993,0.119867
0.119867,0.0436716
0.0436716,0.939637
0.939637,0.964593
0.964593,0.0623281
0.0623281,0.371636
0.371636,0.220267
0.220267,0.396176
0.396176,0.166066
0.166066,0.313891
0.313891,0.338412
0.338412,0.238915
0.238915,0.239067
0.239067,0.63123
0.63123,0.777872
0.777872,0.924407
0.924407,0.246143
0.246143,0.667254
0.667254,0.0071778
0.0071778,0.942789
0.942789,0.272468
0.272468,0.315708
0.315708,0.739901
0.739901,0.963969
0.963969,0.588915
0.588915,0.575908
0.575908,0.377481
