0.585213,0.176021
0.176021,0.755082
0.755082,0.425534
0.425534,0.227494
0.227494,0.423434
0.423434,0.81022
0.81022,0.232436
0.232436,0.764001
0.764001,0.516641
0.516641,0.104102
0.104102,0.681964
0.681964,0.528101
0.528101,0.166293
0.166293,0.837825
0.837825,0.0831427
0.0831427,0.580667
0.580667,0.11369
0.11369,0.26896
0.26896,0.541132
0.541132,0.181366
0.181366,0.407596
0.407596,0.148804
0.148804,0.603764
0.603764,0.535038
0.535038,0.137127
0.137127,0.39067
0.39067,0.304493
0.304493,0.0816262
0.0816262,0.556348
0.556348,0.216549
0.216549,0.0777885
0.0777885,0.121345
0.121345,0.541434
0.541434,0.637566
0.637566,0.87222
0.87222,0.632212
0.632212,0.349341
0.349341,0.174084
0.174084,0.300146
0.300146,0.839594
0.839594,0.221052
0.221052,0.469421
0.469421,0.0719541
0.0719541,0.564379
0.564379,0.500508
0.500508,0.104628
0.104628,0.262625
0.262625,0.0542439
0.0542439,0.53864
0.53864,0.777358
0.777358,0.241338
0.241338,0.65596
0.65596,0.4305
0.4305,0.194738
0.194738,0.113904
0.113904,0.0550088
0.0550088,0.645752
0.645752,0.129341
0.129341,0.182989
0.182989,0.88298
0.88298,0.968829
0.968829,0.157852
0.157852,0.861418
0.861418,0.0580121
0.0580121,0.724883
0.724883,0.444777
0.444777,0.151997
0.151997,0.453069
0.453069,0.980156
0.980156,0.350078
0.350078,0.25893
0.25893,0.146669
0.146669,0.238059
0.238059,0.597352
0.597352,0.742536
0.742536,0.908103
0.908103,0.237563
0.237563,0.850267
0.850267,0.519938
0.519938,0.667953
0.667953,0.63675
0.63675,0.438402
0.438402,0.699348
0.699348,0.876367
0.876367,0.0262128
0.0262128,0.057636
0.057636,0.0664898
0.0664898,0.186837
0.186837,0.508469
0.508469,0.94363
0.94363,0.264928
0.264928,0.630543
0.630543,0.019436
0.019436,0.563775
0.563775,0.844578
0.844578,0.504017
0.504017,0.0389267
0.0389267,0.205119
0.205119,0.888786
0.888786,0.479648
0.479648,0.263036
0.263036,0.00565171
0.00565171,0.157944
0.157944,0.707354
0.707354,0.37471
0.37471,0.515114
0.515114,0.310859
0.310859,0.323817
0.323817,0.907979
0.907979,0.594519
0.594519,0.644226
0.644226,0.0246272
0.0246272,0.317011
0.317011,0.616456
0.616456,0.00908537
0.00908537,0.994885
0.994885,0.151005
0.151005,0.802744
0.802744,0.129111
0.129111,0.233321
0.233321,0.50118
0.50118,0.395438
0.395438,0.822618
0.822618,0.992473
0.992473,0.788287
